movieId,userId,rating,timestamp,label,movieRatingCount,movieAvgRating,movieRatingStddev,releaseYear,movieGenre1,movieGenre2,movieGenre3,userRatedMovie1,userRatedMovie2,userRatedMovie3,userRatedMovie4,userRatedMovie5,userRatingCount,userAvgReleaseYear,userReleaseYearStddev,userAvgRating,userRatingStddev,userGenre1,userGenre2,userGenre3,userGenre4,userGenre5
784,6449,3.0,1215230190,0,100,2.66,1.04,1996,Comedy,Thriller,,19,2,919,364,595,7,1986,20.91,3.36,0.48,Children,Fantasy,Musical,Adventure,Animation
520,6449,3.5,1215230316,1,100,3.17,1.10,1993,Comedy,,,551,3,19,2,919,10,1988,17.56,3.35,0.41,Children,Fantasy,Musical,Animation,Adventure
261,6449,3.5,1215364034,1,100,3.45,0.98,1994,Drama,,,783,48,520,551,3,14,1990,14.89,3.36,0.36,Children,Musical,Animation,Fantasy,Romance
500,6449,3.0,1215447302,0,100,3.15,0.98,1993,Comedy,Drama,,588,356,216,333,261,25,1991,11.14,3.30,0.38,Children,Musical,Comedy,Animation,Romance
410,6449,3.5,1215447498,1,100,2.97,0.98,1993,Children,Comedy,Fantasy,62,588,356,216,333,28,1992,10.53,3.29,0.37,Children,Musical,Comedy,Animation,Drama
252,6449,3.0,1215447867,0,100,3.12,0.90,1994,Comedy,Romance,,596,337,104,509,410,36,1989,15.63,3.29,0.38,Children,Comedy,Musical,Drama,Animation
350,6449,3.0,1217952933,0,100,3.27,0.82,1994,Drama,Mystery,Thriller,94,215,419,596,337,46,1989,15.16,3.20,0.53,Comedy,Children,Drama,Musical,Romance
551,649,3.0,1270074548,0,100,3.98,0.88,1993,Animation,Children,Fantasy,318,481,,,,3,1993,0.58,3.50,0.87,Drama,Thriller,Crime,,
778,649,4.0,1270074963,1,100,4.02,0.78,1996,Comedy,Crime,Drama,919,223,288,586,292,29,1989,14.03,3.24,0.70,Drama,Thriller,Crime,Action,Comedy
750,649,2.5,1270074970,0,100,4.12,0.91,1964,Comedy,War,,778,919,223,288,586,30,1989,13.83,3.27,0.70,Drama,Thriller,Crime,Comedy,Action
231,6500,4.0,1205259043,1,100,3.07,1.18,1994,Adventure,Comedy,,587,50,780,590,592,15,1993,2.29,3.97,0.72,Thriller,Drama,Action,Crime,Adventure
315,6500,3.5,1205259188,1,100,2.58,1.08,1994,Action,Drama,Thriller,39,231,587,50,780,18,1993,2.20,3.89,0.70,Thriller,Drama,Action,Comedy,Crime
47,6500,4.0,1208457517,1,100,4.12,0.81,1995,Mystery,Thriller,,32,457,364,377,648,28,1993,1.88,3.79,0.69,Thriller,Action,Drama,Adventure,Comedy
31,6523,4.0,1153096593,1,100,3.12,0.84,1995,Drama,,,17,593,105,515,,4,1993,1.91,3.88,0.25,Drama,Romance,Crime,Horror,Thriller
910,6556,2.0,1337209744,0,100,4.07,0.78,1959,Comedy,Crime,,370,,,,,2,1994,0.71,2.50,1.41,Action,Comedy,,,
778,6575,4.0,1153798206,1,100,3.86,0.86,1996,Comedy,Crime,Drama,663,968,235,180,47,38,1986,17.74,3.76,0.91,Comedy,Sci-Fi,Thriller,Action,Animation
608,6575,4.0,1153892768,1,100,4.00,0.90,1996,Comedy,Crime,Drama,39,318,216,778,663,43,1987,16.91,3.76,0.87,Comedy,Sci-Fi,Drama,Thriller,Action
441,6575,4.5,1155365234,1,100,3.77,0.98,1993,Comedy,,,104,173,329,608,39,48,1987,16.19,3.72,0.84,Comedy,Sci-Fi,Drama,Thriller,Action
24,6668,2.0,1173751414,0,100,2.92,1.00,1995,Drama,Sci-Fi,,838,596,342,,,7,1987,20.80,2.86,1.28,Comedy,Animation,Children,Fantasy,Musical
945,667,3.0,1275086386,0,100,3.93,0.70,1935,Comedy,Musical,Romance,605,926,,,,2,1973,32.53,4.25,1.06,Drama,Romance,,,
260,667,0.5,1275086652,0,100,4.08,0.93,1977,Action,Adventure,Sci-Fi,356,605,926,,,6,1976,26.81,3.17,1.51,Drama,Romance,Comedy,War,
500,667,4.5,1275086782,1,100,3.22,0.95,1993,Comedy,Drama,,595,344,1,356,605,20,1987,16.26,2.05,1.65,Drama,Romance,Comedy,Animation,Children
586,667,4.5,1275086887,1,100,3.25,0.98,1990,Children,Comedy,,539,367,231,597,500,25,1988,14.62,2.46,1.70,Comedy,Drama,Romance,Fantasy,Adventure
912,667,3.5,1275086973,1,100,4.03,0.93,1942,Drama,Romance,,339,586,539,367,231,27,1989,14.10,2.59,1.70,Comedy,Romance,Drama,Children,Fantasy
62,667,3.5,1275086998,1,100,3.34,0.88,1995,Drama,,,912,339,586,539,367,28,1987,16.45,2.62,1.68,Comedy,Romance,Drama,Children,Fantasy
539,6690,4.5,1335811247,1,100,3.22,0.98,1993,Comedy,Drama,Romance,588,364,648,595,150,12,1988,12.62,3.96,0.54,Drama,Animation,Children,Adventure,IMAX
778,6777,3.5,1314107243,1,100,4.10,0.77,1996,Comedy,Crime,Drama,293,356,,,,2,1994,0.00,4.00,0.00,Drama,Comedy,Romance,War,Action
480,6811,3.5,1225259667,1,100,3.65,0.87,1993,Action,Adventure,Sci-Fi,,,,,,3,1995,0.00,2.17,0.76,,,,,
180,6832,4.0,1406193657,1,100,3.38,1.11,1995,Comedy,Romance,,170,,,,,2,1995,0.00,3.25,1.06,Action,Adventure,Crime,Thriller,
318,6832,5.0,1406193863,1,100,4.39,0.62,1994,Crime,Drama,,65,610,180,170,,5,1992,6.39,3.90,0.89,Action,Adventure,Comedy,Crime,Thriller
480,6832,4.0,1406197196,1,100,3.74,0.82,1993,Action,Adventure,Sci-Fi,1,47,296,111,364,16,1986,13.64,4.12,0.79,Crime,Drama,Adventure,Action,Thriller
594,6845,4.5,1158416041,1,100,3.51,0.91,1937,Animation,Children,Drama,596,,,,,3,1976,31.75,3.00,2.00,Animation,Children,Fantasy,Musical,
595,6845,5.0,1158416416,1,100,3.50,0.95,1991,Animation,Children,Fantasy,594,596,,,,6,1971,27.55,3.25,1.41,Animation,Children,Fantasy,Musical,Drama
588,6845,4.5,1158416430,1,100,3.62,0.86,1992,Adventure,Animation,Children,595,594,596,,,7,1974,26.17,3.50,1.44,Animation,Children,Fantasy,Musical,Drama
661,6845,3.5,1158417531,1,100,3.32,0.89,1996,Adventure,Animation,Children,919,262,364,588,595,13,1979,24.06,3.62,1.16,Children,Musical,Animation,Fantasy,Drama
901,6845,4.0,1158418981,1,72,3.58,0.86,1957,Comedy,Musical,,938,899,914,531,783,21,1977,23.19,3.86,1.03,Musical,Children,Animation,Drama,Romance
902,6845,3.5,1158423116,1,100,3.83,0.69,1961,Drama,Romance,,910,273,12,922,926,31,1975,22.64,3.89,0.93,Musical,Children,Drama,Animation,Romance
270,6845,3.5,1158423494,1,29,2.91,1.05,1994,Drama,Romance,,911,902,910,273,12,33,1974,22.16,3.86,0.90,Musical,Drama,Children,Romance,Animation
592,6845,3.5,1158435334,1,100,3.51,0.90,1989,Action,Crime,Thriller,17,932,270,911,902,36,1975,21.91,3.86,0.88,Drama,Musical,Romance,Children,Animation
750,6876,3.0,1347350800,0,100,4.21,0.94,1964,Comedy,War,,527,318,169,,,3,1994,1.00,4.33,0.29,Drama,Adventure,Children,Crime,War
198,6881,3.5,1188997576,1,100,3.48,0.74,1995,Action,Crime,Drama,32,318,741,778,750,83,1993,5.31,2.61,0.96,Thriller,Drama,Action,Crime,Comedy
466,6881,2.5,1188998672,0,100,2.70,1.06,1993,Action,Comedy,War,592,6,253,198,32,95,1993,5.03,2.68,0.92,Thriller,Action,Crime,Drama,Sci-Fi
152,6881,3.0,1337243877,0,40,3.31,1.07,1995,Drama,Horror,,296,407,215,628,172,100,1993,3.77,2.71,0.88,Thriller,Action,Drama,Crime,Comedy
590,6881,3.0,1337244910,0,100,3.71,1.01,1990,Adventure,Drama,Western,296,407,215,628,172,100,1993,3.77,2.70,0.87,Thriller,Action,Drama,Crime,Comedy
42,6966,4.5,1155515565,1,100,3.26,0.73,1995,Action,Crime,Drama,239,308,266,1,47,14,1994,1.29,4.11,0.59,Comedy,Drama,Thriller,Adventure,Children
296,6966,5.0,1155515819,1,100,4.24,0.92,1994,Comedy,Crime,Drama,356,457,539,590,593,20,1993,1.67,4.17,0.57,Drama,Comedy,Thriller,Romance,Adventure
910,6966,4.0,1155516199,1,100,3.96,0.81,1959,Comedy,Crime,,19,145,163,555,788,26,1994,1.56,4.13,0.56,Comedy,Drama,Thriller,Romance,Crime
500,6966,4.0,1155516407,1,100,3.27,0.86,1993,Comedy,Drama,,34,364,165,344,377,42,1993,5.61,4.15,0.54,Drama,Thriller,Comedy,Action,Crime
231,6966,3.5,1155516409,1,100,2.96,1.31,1994,Adventure,Comedy,,500,34,364,165,344,43,1993,5.54,4.15,0.53,Drama,Comedy,Thriller,Action,Crime
368,6966,4.0,1155516567,1,100,3.41,0.88,1994,Adventure,Comedy,Western,509,508,474,62,586,56,1993,4.90,4.05,0.55,Drama,Comedy,Thriller,Action,Romance
318,6972,5.0,1297381789,1,100,4.38,0.62,1994,Crime,Drama,,337,562,,,,3,1994,1.00,3.33,2.08,Drama,Comedy,,,
719,6996,2.0,1168291032,0,100,2.59,0.95,1996,Comedy,,,902,805,,,,2,1978,24.75,4.50,0.71,Drama,Thriller,Romance,,
50,6996,5.0,1168291372,1,100,4.18,0.83,1995,Crime,Mystery,Thriller,372,902,805,,,4,1986,17.19,3.62,1.25,Drama,Romance,Thriller,Comedy,
32,6996,4.0,1168291521,1,100,4.03,0.72,1995,Mystery,Sci-Fi,Thriller,296,318,50,372,902,8,1990,12.00,3.62,1.43,Drama,Thriller,Crime,Romance,Comedy
150,6996,3.5,1168291580,1,100,3.56,0.97,1995,Adventure,Drama,IMAX,32,296,318,50,372,10,1991,10.74,3.60,1.29,Drama,Thriller,Crime,Romance,Comedy
500,6996,1.5,1168291874,0,100,2.95,0.94,1993,Comedy,Drama,,47,858,608,150,32,16,1991,9.92,3.47,1.12,Drama,Thriller,Crime,Comedy,Mystery
457,7031,5.0,1158381447,1,100,3.74,0.82,1993,Thriller,,,260,592,380,282,168,6,1990,7.06,4.00,0.84,Action,Drama,Romance,Adventure,Thriller
296,7031,5.0,1158381624,1,100,4.20,0.93,1994,Comedy,Crime,Drama,593,589,356,457,260,10,1991,5.40,4.30,0.75,Action,Thriller,Drama,Romance,Adventure
480,7031,3.5,1158382812,1,100,3.46,0.90,1993,Action,Adventure,Sci-Fi,587,10,344,110,780,17,1992,4.43,4.47,0.65,Action,Thriller,Drama,Adventure,Comedy
454,7031,3.5,1158383097,1,100,3.37,0.76,1993,Drama,Thriller,,165,539,480,587,10,20,1992,4.11,4.45,0.65,Action,Thriller,Drama,Adventure,Comedy
592,7040,3.5,1162889939,1,100,3.58,0.85,1989,Action,Crime,Thriller,296,356,919,474,223,7,1983,20.69,4.36,0.56,Drama,Thriller,Comedy,Crime,Action
589,7040,4.0,1162890286,1,100,3.82,0.93,1991,Action,Sci-Fi,,480,318,527,50,150,16,1989,14.15,4.25,0.75,Drama,Thriller,Crime,Action,Comedy
356,7077,5.0,1170928919,1,100,3.88,0.89,1994,Comedy,Drama,Romance,110,260,16,858,428,7,1988,9.74,4.43,0.89,Drama,Crime,Action,Comedy,Adventure
10,7077,4.0,1170930660,1,100,3.31,0.91,1995,Action,Adventure,Thriller,231,733,316,47,165,34,1992,5.76,4.22,0.86,Thriller,Drama,Action,Crime,Adventure
185,7077,3.5,1170930720,1,100,2.68,0.93,1995,Action,Crime,Thriller,539,208,434,357,587,40,1992,5.35,4.17,0.81,Thriller,Action,Drama,Adventure,Crime
2,7077,3.5,1170930935,1,100,2.82,1.10,1995,Adventure,Children,Fantasy,293,440,586,6,185,48,1992,4.97,4.06,0.90,Thriller,Action,Drama,Crime,Adventure
673,7077,3.0,1170932209,0,100,2.40,0.99,1996,Adventure,Animation,Children,307,306,720,899,910,73,1992,7.46,4.02,0.84,Thriller,Action,Drama,Comedy,Crime
18,7077,3.5,1170932573,1,100,3.46,0.90,1995,Comedy,,,383,307,306,720,899,75,1992,7.38,4.00,0.84,Thriller,Action,Drama,Comedy,Crime
780,7129,3.0,1203290093,0,100,3.29,1.07,1996,Action,Adventure,Sci-Fi,356,743,31,,,5,1983,24.50,3.70,0.84,Drama,Comedy,Romance,War,
527,7129,3.5,1203290172,1,100,4.02,0.76,1993,Drama,War,,356,743,31,,,7,1986,20.69,3.50,0.76,Drama,Comedy,Romance,War,
648,7129,3.5,1203290386,1,100,3.31,0.92,1996,Action,Adventure,Mystery,150,1,588,318,527,12,1989,15.71,3.67,0.65,Drama,Comedy,Adventure,War,Animation
260,7129,4.0,1203290422,1,100,4.02,0.88,1977,Action,Adventure,Sci-Fi,648,150,1,588,318,15,1990,14.06,3.53,0.67,Drama,Comedy,Adventure,War,Animation
260,7153,4.0,1316109267,1,100,4.01,0.96,1977,Action,Adventure,Sci-Fi,899,,,,,3,1967,22.14,3.17,1.26,Comedy,Musical,Romance,,
260,7163,4.5,1308350894,1,100,4.13,0.89,1977,Action,Adventure,Sci-Fi,318,17,527,28,838,5,1994,1.14,4.10,0.22,Drama,Romance,Comedy,War,Crime
912,7163,4.5,1308350995,1,100,3.98,0.84,1942,Drama,Romance,,260,318,17,527,28,6,1991,7.26,4.17,0.26,Drama,Romance,Comedy,War,Crime
539,7163,4.0,1308352310,1,100,3.19,1.07,1993,Comedy,Drama,Romance,367,595,588,920,364,16,1982,21.43,4.31,0.44,Drama,Romance,Comedy,Crime,Adventure
902,7201,3.0,1168809585,0,100,3.79,0.82,1961,Drama,Romance,,357,930,260,969,946,100,1988,16.11,3.10,1.06,Comedy,Drama,Romance,Thriller,Action
88,7219,2.5,1303779092,0,100,3.27,0.97,1996,Comedy,,,203,916,,,,4,1984,21.02,3.62,1.03,Comedy,Drama,Romance,,
32,7219,0.5,1303779273,0,100,3.89,0.81,1995,Mystery,Sci-Fi,Thriller,203,916,,,,6,1988,17.33,2.92,1.50,Comedy,Drama,Romance,,
605,7219,2.0,1303781037,0,100,3.04,0.99,1996,Drama,Romance,,31,261,911,412,154,13,1984,16.23,3.54,1.61,Drama,Comedy,Romance,Musical,Crime
899,7219,5.0,1303781460,1,100,3.83,1.01,1952,Comedy,Musical,Romance,927,31,261,911,412,15,1982,19.45,3.47,1.55,Drama,Comedy,Romance,Musical,Crime
5,7219,3.5,1303781838,1,100,2.83,1.03,1995,Comedy,,,900,938,914,899,927,19,1976,20.50,3.71,1.47,Drama,Comedy,Romance,Musical,Crime
915,7219,4.0,1303782041,1,100,3.73,0.90,1954,Comedy,Romance,,222,5,900,938,914,21,1978,20.20,3.71,1.39,Drama,Comedy,Romance,Musical,Crime
405,7220,3.5,1279133785,1,100,2.33,1.07,1994,Action,Fantasy,,101,836,413,,,4,1995,1.00,3.75,0.87,Comedy,Adventure,Action,Thriller,Crime
150,7247,4.0,1361976312,1,100,3.90,0.73,1995,Adventure,Drama,IMAX,32,527,50,858,318,10,1992,7.18,3.65,1.20,Drama,Crime,Mystery,Thriller,Action
541,7296,5.0,1277026629,1,100,4.01,0.87,1982,Action,Sci-Fi,Thriller,,,,,,4,1994,0.58,2.38,0.48,,,,,
593,7296,5.0,1277026639,1,100,4.14,0.76,1991,Crime,Horror,Thriller,541,,,,,5,1992,5.61,2.90,1.24,Action,Sci-Fi,Thriller,,
318,7296,5.0,1277026721,1,100,4.44,0.78,1994,Crime,Drama,,593,541,,,,6,1991,5.04,3.25,1.41,Thriller,Action,Sci-Fi,Crime,Horror
924,7296,5.0,1277027489,1,100,3.76,1.23,1968,Adventure,Drama,Sci-Fi,588,150,356,32,296,15,1991,6.41,4.20,1.19,Thriller,Crime,Drama,Mystery,Comedy
111,7296,5.0,1277027672,1,100,4.08,0.74,1976,Crime,Drama,Thriller,778,924,588,150,356,17,1990,8.43,4.29,1.15,Drama,Thriller,Crime,Comedy,Sci-Fi
431,7296,4.5,1392229796,1,100,3.75,0.89,1993,Crime,Drama,,750,223,111,778,924,20,1988,10.26,4.38,1.07,Drama,Thriller,Crime,Comedy,Sci-Fi
47,7406,3.5,1169508403,1,100,4.12,0.74,1995,Mystery,Thriller,,608,260,150,593,356,16,1990,7.25,3.97,0.69,Drama,Comedy,Crime,Thriller,War
318,7424,4.0,1212375115,1,100,4.41,0.65,1994,Crime,Drama,,377,527,593,380,282,10,1993,1.23,3.25,1.03,Thriller,Adventure,Drama,Action,Romance
716,7463,4.0,1169819731,1,7,3.64,1.03,1975,Crime,,,,,,,,3,1995,0.58,2.17,0.29,,,,,
153,7463,2.0,1170188628,0,100,2.73,1.03,1995,Action,Adventure,Comedy,593,735,223,716,,12,1992,5.79,3.00,0.83,Crime,Horror,Comedy,Thriller,
899,7463,4.0,1170188757,1,100,3.98,0.91,1952,Comedy,Musical,Romance,593,735,223,716,,13,1992,5.59,2.92,0.84,Crime,Horror,Comedy,Thriller,
165,7463,3.0,1177804272,0,100,3.57,0.82,1995,Action,Crime,Thriller,32,480,588,589,70,31,1991,8.30,2.97,0.90,Thriller,Crime,Comedy,Horror,Action
733,7463,3.0,1177804294,0,100,3.56,0.84,1996,Action,Adventure,Thriller,47,32,480,588,589,33,1992,8.07,2.98,0.88,Thriller,Crime,Comedy,Horror,Action
1,7593,5.0,1365447500,1,100,4.01,0.80,1995,Adventure,Animation,Children,356,861,,,,2,1993,1.41,4.00,0.71,Comedy,Action,Crime,Thriller,Drama
333,77,2.0,1341391253,0,100,3.46,1.10,1995,Comedy,,,596,,,,,4,1981,27.67,2.62,1.11,Animation,Children,Fantasy,Musical,
724,770,4.0,1414295739,1,100,2.99,1.03,1996,Drama,Fantasy,Horror,475,914,902,31,,6,1976,19.84,3.42,1.66,Drama,Romance,Comedy,Musical,
357,770,4.5,1414321984,1,100,3.53,0.84,1994,Comedy,Romance,,497,412,515,838,17,23,1987,15.98,3.76,1.14,Drama,Romance,Thriller,Comedy,Crime
150,7758,5.0,1286579604,1,100,3.76,0.77,1995,Adventure,Drama,IMAX,592,480,593,216,47,13,1994,2.06,4.00,1.00,Comedy,Crime,Thriller,Drama,Action
527,7758,5.0,1286591526,1,100,4.25,0.68,1993,Drama,War,,780,832,457,150,592,17,1994,1.93,4.12,0.91,Thriller,Comedy,Crime,Drama,Action
858,7758,5.0,1286772943,1,100,4.22,0.79,1972,Crime,Drama,,5,608,527,780,832,20,1994,1.84,4.17,0.86,Thriller,Comedy,Crime,Drama,Action
420,7758,3.5,1287307912,1,100,2.66,0.96,1994,Action,Comedy,Crime,225,597,866,459,765,39,1993,3.99,4.17,0.76,Drama,Comedy,Thriller,Crime,Action
858,7761,4.5,1396725577,1,100,4.28,0.96,1972,Crime,Drama,,318,,,,,4,1994,0.50,2.88,0.85,Crime,Drama,,,
485,7789,4.0,1275275434,1,100,2.74,1.00,1993,Action,Adventure,Comedy,466,,,,,5,1993,1.10,2.60,0.96,Action,Comedy,War,,
780,7811,3.5,1202483649,1,100,3.25,1.10,1996,Action,Adventure,Sci-Fi,1,589,150,592,110,17,1989,9.28,4.38,0.57,Thriller,Drama,Action,Crime,Adventure
50,7853,5.0,1378340645,1,100,4.21,0.77,1995,Crime,Mystery,Thriller,318,858,319,,,3,1986,12.70,4.67,0.58,Drama,Crime,Comedy,Thriller,
480,7882,4.0,1311811935,1,100,3.44,0.99,1993,Action,Adventure,Sci-Fi,593,356,,,,5,1988,11.63,3.50,0.71,Comedy,Drama,Romance,War,Crime
260,7882,4.5,1311811942,1,100,4.07,0.94,1977,Action,Adventure,Sci-Fi,318,480,593,356,,7,1990,9.80,3.79,0.81,Drama,Crime,Thriller,Comedy,Romance
296,7882,5.0,1311812045,1,100,4.21,0.79,1994,Comedy,Crime,Drama,592,589,260,318,480,11,1989,8.82,3.82,0.75,Action,Crime,Thriller,Sci-Fi,Drama
2,7882,3.5,1311812792,1,100,2.94,0.83,1995,Adventure,Children,Fantasy,10,50,778,47,527,22,1989,9.79,3.95,0.67,Crime,Thriller,Drama,Action,Comedy
741,7882,4.0,1311813185,1,100,4.01,0.91,1995,Animation,Sci-Fi,,32,293,208,153,586,28,1990,8.92,3.95,0.61,Crime,Thriller,Action,Drama,Comedy
590,7882,3.0,1311813917,0,100,3.54,0.96,1990,Adventure,Drama,Western,380,1,741,32,293,31,1990,8.57,3.92,0.59,Thriller,Crime,Action,Comedy,Drama
367,7882,4.0,1311814049,1,100,2.92,1.14,1994,Action,Comedy,Crime,231,500,316,165,648,42,1991,7.50,3.79,0.61,Thriller,Action,Crime,Adventure,Comedy
253,7882,3.5,1312060397,1,100,3.56,0.98,1994,Drama,Horror,,357,587,367,231,500,47,1991,7.12,3.74,0.60,Thriller,Action,Comedy,Crime,Adventure
454,7882,2.0,1312060409,0,100,3.45,0.84,1993,Drama,Thriller,,253,357,587,367,231,48,1991,7.06,3.74,0.59,Thriller,Action,Comedy,Crime,Drama
784,7882,3.5,1312060893,1,100,2.77,0.96,1996,Comedy,Thriller,,653,353,442,410,551,61,1989,11.91,3.66,0.65,Action,Thriller,Adventure,Comedy,Crime
661,7882,3.5,1312061339,1,100,3.20,0.88,1996,Adventure,Animation,Children,172,485,196,466,555,69,1990,11.29,3.65,0.62,Action,Thriller,Comedy,Crime,Adventure
6,7882,4.0,1313166545,1,100,3.94,0.63,1995,Action,Crime,Thriller,608,319,70,661,172,75,1990,10.90,3.64,0.62,Action,Thriller,Comedy,Crime,Adventure
923,7968,4.5,1398227166,1,100,3.85,1.03,1941,Drama,Mystery,,913,904,750,903,912,7,1960,18.43,4.64,0.38,Drama,Mystery,Romance,Thriller,Crime
541,7968,4.0,1398230010,1,100,4.04,0.89,1982,Action,Sci-Fi,Thriller,608,162,82,899,28,13,1969,22.91,4.35,0.47,Drama,Romance,Mystery,Comedy,Thriller
110,801,4.5,1172522361,1,100,3.90,0.95,1995,Action,Drama,War,858,527,,,,2,1982,14.85,4.00,0.71,Drama,War,Crime,,
673,8084,1.5,1368719048,0,100,2.90,1.19,1996,Adventure,Animation,Children,785,524,260,377,353,78,1992,8.20,3.87,0.93,Comedy,Thriller,Action,Drama,Adventure
88,8084,3.0,1368719245,0,100,3.21,1.12,1996,Comedy,,,785,524,260,377,353,81,1992,8.06,3.78,1.02,Comedy,Thriller,Action,Drama,Adventure
497,8136,3.5,1155312324,1,100,3.54,1.11,1993,Comedy,Romance,,920,353,160,,,6,1976,28.29,3.08,0.92,Action,Adventure,Mystery,Sci-Fi,Crime
318,8136,3.5,1155313210,1,100,4.44,0.63,1994,Crime,Drama,,457,440,110,940,260,21,1983,20.36,3.33,1.02,Action,Thriller,Adventure,Romance,Drama
1,8212,2.0,1148959393,0,100,3.64,0.92,1995,Adventure,Animation,Children,260,150,593,236,,6,1990,6.98,3.33,1.08,Action,Adventure,Comedy,Romance,Crime
316,8212,1.5,1148959490,0,100,3.33,0.96,1994,Action,Adventure,Sci-Fi,595,527,110,260,150,11,1992,5.38,3.32,0.93,Action,Drama,Romance,Adventure,IMAX
586,8212,2.5,1148959576,0,100,3.04,0.99,1990,Children,Comedy,,500,329,364,595,527,16,1992,4.47,3.12,1.07,Drama,Adventure,Action,IMAX,Comedy
34,8212,2.5,1149044742,0,100,3.24,1.05,1995,Children,Drama,,954,508,500,329,364,21,1987,16.65,3.14,1.04,Drama,Adventure,Action,IMAX,Comedy
457,8245,4.0,1213869669,1,100,3.79,0.70,1993,Thriller,,,318,593,356,14,,8,1993,1.28,3.19,1.22,Drama,Crime,Comedy,Romance,War
50,8245,5.0,1213869739,1,100,4.37,0.57,1995,Crime,Mystery,Thriller,608,527,780,1,589,22,1992,4.00,3.45,0.97,Drama,Thriller,Adventure,Comedy,War
858,8245,4.0,1277358442,1,100,4.32,0.82,1972,Crime,Drama,,454,253,34,316,349,46,1993,3.04,3.20,1.06,Drama,Thriller,Crime,Action,Adventure
589,8309,2.5,1143804130,0,100,3.86,0.90,1991,Action,Sci-Fi,,112,370,173,553,,9,1988,18.56,2.28,1.50,Action,Crime,Comedy,Drama,Western
47,8358,3.0,1152404645,0,100,4.13,0.71,1995,Mystery,Thriller,,296,50,319,,,6,1994,0.52,3.58,0.97,Thriller,Comedy,Drama,Crime,Mystery
73,8383,4.5,1261643547,1,100,3.66,1.06,1995,Drama,War,,986,248,481,,,3,1994,1.53,4.00,0.87,Drama,Thriller,Comedy,Adventure,Children
935,8391,4.0,1186489308,1,26,4.00,0.96,1953,Comedy,Musical,,942,951,356,955,939,8,1956,24.65,3.62,0.69,Comedy,Romance,Drama,War,Crime
1,841,3.5,1218218214,1,100,3.78,0.82,1995,Adventure,Animation,Children,47,32,858,344,50,13,1993,6.41,3.96,0.59,Thriller,Sci-Fi,Comedy,Crime,Drama
608,841,4.5,1218218226,1,100,3.98,0.88,1996,Comedy,Crime,Drama,1,47,32,858,344,14,1993,6.18,3.93,0.58,Thriller,Comedy,Sci-Fi,Crime,Drama
231,841,4.0,1218218350,1,100,3.17,1.03,1994,Adventure,Comedy,,593,608,1,47,32,16,1993,5.83,3.97,0.56,Thriller,Comedy,Crime,Sci-Fi,Drama
500,841,3.0,1218218376,0,100,3.10,1.00,1993,Comedy,Drama,,231,593,608,1,47,17,1993,5.65,3.97,0.54,Thriller,Comedy,Crime,Sci-Fi,Drama
50,8501,5.0,1169390244,1,100,4.21,0.80,1995,Crime,Mystery,Thriller,318,750,912,428,338,8,1984,20.11,3.44,1.32,Drama,Action,Sci-Fi,Thriller,Romance
150,8501,4.0,1169390364,1,100,3.56,0.95,1995,Adventure,Drama,IMAX,32,588,593,480,1,18,1988,14.12,3.92,1.09,Thriller,Sci-Fi,Adventure,Action,Drama
592,8501,5.0,1169390382,1,100,3.46,0.82,1989,Action,Crime,Thriller,150,32,588,593,480,19,1988,13.80,3.92,1.06,Thriller,Adventure,Sci-Fi,Drama,Action
799,8505,3.5,1193094948,1,100,3.15,0.95,1996,Comedy,Horror,Thriller,319,,,,,2,1994,0.71,3.50,0.71,Comedy,Drama,Thriller,,
899,8505,5.0,1193096388,1,100,4.00,0.93,1952,Comedy,Musical,Romance,909,910,541,21,39,31,1990,9.92,4.00,0.77,Thriller,Comedy,Crime,Action,Drama
750,8505,4.5,1265575683,1,100,4.08,0.92,1964,Comedy,War,,357,231,377,457,356,51,1989,11.76,3.93,0.72,Comedy,Thriller,Drama,Crime,Action
457,8526,4.0,1378655349,1,100,3.92,0.75,1993,Thriller,,,480,318,593,356,296,8,1993,1.41,4.00,0.93,Comedy,Crime,Drama,Thriller,Romance
50,8526,5.0,1378655383,1,100,4.17,0.82,1995,Crime,Mystery,Thriller,32,380,527,780,457,13,1993,1.34,4.08,0.76,Thriller,Comedy,Drama,Crime,Action
858,8526,5.0,1378655403,1,100,4.25,0.91,1972,Crime,Drama,,344,47,50,32,380,16,1994,1.26,4.12,0.72,Thriller,Comedy,Crime,Drama,Action
586,8526,4.0,1378655518,1,100,3.25,1.04,1990,Children,Comedy,,539,541,231,165,858,21,1992,5.47,4.14,0.67,Thriller,Comedy,Crime,Drama,Action
357,8526,4.0,1378655527,1,100,3.56,0.83,1994,Comedy,Romance,,586,539,541,231,165,22,1992,5.36,4.14,0.66,Thriller,Comedy,Crime,Drama,Action
762,8552,1.0,1272940281,0,100,2.44,1.04,1996,Comedy,Crime,,,,,,,2,1994,1.41,2.50,0.71,,,,,
750,8552,1.0,1272940446,0,100,4.17,0.85,1964,Comedy,War,,,,,,,4,1991,6.45,2.25,0.96,,,,,
39,8692,4.0,1309118130,1,100,3.18,1.03,1995,Comedy,Romance,,588,1,527,581,830,6,1989,12.42,4.17,0.41,Comedy,Drama,Musical,Adventure,Animation
593,8715,5.0,1315170982,1,100,4.04,0.80,1991,Crime,Horror,Thriller,296,,,,,2,1995,1.41,4.00,1.41,Comedy,Crime,Drama,Thriller,
